neuNr;alteNr;BEZEICHNUNG;Item;2 Bosch;AlvarisArtnr;AlvarisMatnr;ASK
120001053;282300254;"Winkel 40x40 Nut 8~; Silber;pulverbeschic Material:;Zinkdruckguss inkl.;Befestigunggssatz und";0.0.601.62;;-;-;
120001054;282300255;"Winkel 40x80 Nut 8~; Silber;pulverbeschic Material:;Zinkdruckguss inkl.;Befestigunggssatz und";0.0.601.61;;-;-;
120001055;282300312;"Nutenstein schwer mit;Federkugel Nut 8 M8, 22,0 x;17,0 x 9,6 mm mit Führungsst;Material: stahl verzinkt";;;;;
120001056;282300400;"Verbindungswinkel V40 Set;Zinkdruckguss alufarbig;lackiert;";0.0.486.28;;-;-;
120001057;282300500;"Hammerschraube M6x20, Nut 8,;Steg 3 mm Material: Stahl;verzinkt;";;;;;
120001058;282300501;"Hammerschraube M6x25, Nut 8,;Steg 3 mm Material: Stahl;verzinkt;";;;;;
120001059;282300502;"Hammerschraube M8x25, Nut 8,;Steg 3 mm Material: Stahl;verzinkt;";;;;;
120001060;282300503;"Hammerschraube M8x30, Nut 8,;Steg 3 mm Material: Stahl;verzinkt;";;;;;
120001061;282300504;"Hammerschraube M8x40, Nut 8,;Steg 3 mm Material: Stahl;verzinkt;";;;;;
120001062;282300505;"Hammerschraube M8x20, Nut 8,;Steg 3 mm Material: Stahl;verzinkt;";;;;;
120001063;282305102;"Set Uni-Stoßverbinder Nut 8;Material: Zinkdruckguss;verzinkt 2 Univerbinder, 1;Schraube ISO7380, M8x45, 1";0.0.265.46;;1030004;UNISTOSTZ;
120001064;282305120;"Pneumatik-Universal-Verbindung;ssatz Nut 8, Material:;Zinkdruckguss verzinkt inkl.;Zylinderschraube und";0.0.364.45;;-;-;
120001065;282305121;"Pneumatik-Universal-Stoß-Verbi;ndungssat Nut 8, Material:;Zinkdruckguss verzinkt inkl.;Zylinderschraube DIN912-M6x35,";0.0.364.46;;-;-;
120001066;282310003;"Set Univerbinder Nut 8 mit;Führungsnase Material:;Zinkdruckguss verzinkt;";0.0.026.92;;-;-;
120001067;282310008;"Abdeckkappe 45° für Eckwinkel;40 Material: PA schwarz;;";0.0.373.52;;-;-;
120001068;282310009;"Abdeckkappe rund für Eckwinkel;40 Material: PA, schwarz;;";0.0.436.32;;-;-;
120001069;282310011;"Abdeckkappe eckig für;Eckwinkel 40 Material: PA,;verkehrsgrau RAL7042;";0.0.641.46;;-;-;
120001070;282310012;"Eckwinkel 40, Nut 8, ESD,;inkl. 3 Schrauben ISO7380;M8x20 Material: Zinkdruckguss;blank";0.0.640.33;;-;-;
120001071;282310013;"Eckwinkel 40, Nut 8, ESD,;inkl. 3 Schrauben ISO7380;M8x20 und Abdeckkappe;Eckform-schwarz Material:";0.0.416.08;;1030005;VERSTZ404040;
120001072;282310014;"Eckwinkel 40, Nut 8, ESD,;inkl. 3 Schrauben ISO7380;M8x20 und Abdeckkappe;Rundform-schwarz Material:";0.0.436.35;;1030007;VERSTZR4090;
120001073;282310015;"Eckwinkel 40, Nut 8, ESD,;inkl. 3 Schrauben ISO7380;M8x20 und Abdeckkappe 45°;schwarz Material:";0.0.388.68;;1030006;VERSTZ404045;
120001074;282310016;"Eckwinkel 40, Nut 8, ESD,;inkl. 3 Schrauben ISO7380;M8x20 und Abdeckkappe;Eckform-verkehrsgrau RAL7042";0.0.640.32;;-;-;
120001075;282310017;"Eckwinkel 40, Nut 8, ESD,;inkl. 3 Schrauben ISO7380;M8x20 und Abdecckappe Rundform;verkehrsgrau RAL7042 Material:";0.0.640.33;;-;-;
120001076;282310018;"Eckwinkel 40, Nut 8, ESD,;inkl. 3 Schrauben ISO7380;M8x20 und Abdeckkappe 45°;verkehrsgrau RAL7042 Material:";0.0.640.34;;-;-;
120001077;282310019;"Abdeckkappe rund für Eckwinkel;40 Material: PA, verkehrsgrau;RAL7042;";0.0.627.60;;-;-;
120001078;282311003;"Schraubverbinder Nut8;Material: stahl verzinkt;;";;;;;
120001079;282311004;"Schraubverbinder Nut8, inkl.;Linsenkopf- schraube M8x20~;;Material: stahl verzinkt;";0.0.026.07;;1030002;ZENSTZ;
120001080;282311005;"Schraubverbinder Nut8, inkl.;Schraube selbstformend ähnlich;ISO7380 S7,3x20 Material:;stahl verzinkt";0.0.421.75;;-;-;
120001081;282311007;"Schraubverbinder Nut8, inkl.;Schraube ISO 7380 M8x20~;;Material: Edelstahl;";0.0.388.79;;-;-;
120001082;282311200;"Verstiftungsnutenstein M6, mit;Gewindest und Zylinderstift;Material: Stahl verzinkt;";0.0.265.37;;-;-;
120001083;282311500;"Fräsverbinder Set Profil 40;Nut8 Material: Stahl verzinkt;inkl. 1 Schraube DIN912 M5x18;und 1 Hammermutter";;;;;
120001084;282311502;"Klemmwinkel 40, Nut 8;Material: Zinkdruckguss;alufarbig;";0.0.457.77;;1030015;KLESTZ;
120001085;282311503;"Klemmwinkel 40~; Nut 8~; mit;Klemmhebel Material:;Zinkdruckguss alufarbig;alufarbig";0.0.457.78;;1030016;KLESTZKLE;
120001086;282311600;"Klemmprofil Verbinder E 40x40;Nut8 inkl. Befestigung;;";0.0.444.76;;-;-;
120001087;282311601;"Klemmprofil Kreuzverbinder;40x40 Nut 8 inkl. Befestigung;;";0.0.457.92;;-;-;
120001088;282311602;"Aufhängung für;Klemmprofilverbinder 40 Nut 8;bestehend aus: 1x Nutenstein,;1 x Scheibe, 1x Mutter, 1x";0.0.440.05;;-;-;
120001089;282311700;"Sicherheitsaufhängung 8/8;inkl. Befestigung;;";0.0.626.00;;-;-;
120001090;282311800;"Bolzenverbinder 40 Nut8;Material: Stahl verzinkt;;";;;;;
120001091;282311801;"Bolzenverbinder 80 Nut8;Material: Stahl verzinkt;;";;;;;
120001092;282311802;"Bolzenverbinder 18 Nut8;Material: Stahl verzinkt;;";;;;;
120001093;282311850;"Standard-Verbindungssatz 8K;Material: POM schwarz;Schraube: Stahl verzinkt;";0.0.488.07;;-;-;
120001094;282311901;"Zentralschraube S7x22~; stahl;verzinkt Torx,;Festigkeitsklasse 10.9;selbstfurchend";;;;;
120001095;282312001;"Gehrungsverbinder, Nut 8;Material: Stahl verzinkt,;variabel;";;;;;
120001096;282313001;"Gehrungsverbinder-Satz Nut 8;Stahl verzinkt. Abdeckkappe:;Kunststoff;";0.0.492.30;;-;-;
120001097;282320000;"Zentralspanner Nut 8 mit;Verdrehsicherung Material:;Stahl verzinkt;";;;;;
120001098;282320001;"Zentralspanner Nut8 ohne;Verdrehsicherung Material:;stahl verzinkt;";;;;;
120001099;282321001;"Winkelelement T1-40, Nut 8;Material: Alu eloxiert;;";0.0.388.00;;1010612;WIN1404045;
120001100;282321002;"Winkelelement T2-40, Nut 8;Material: Alu eloxiert;;";0.0.388.02;;1010617;WIN2404045;
120001101;282321009;"Winkelelement T1-80, Nut 8;Material: Alu eloxiert;;";0.0.388.01;;1010613;WIN1408045;
120001102;282321010;"Winkelelement T2-80, Nut 8;Material: Alu eloxiert;;";0.0.388.03;;1010618;WIN2408045;
120001103;282350100;"Nutgleiter Kunststoff 40x40,;Nut 8 schwenkbar, mit;Befestigungsmaterial;";0.0.601.23;;-;-;
120001104;282350200;"Bodenbefestigungsplatte 160;Nut 8 Material: GD-Al schwarz;;";0.0.388.12;;1010093;BODSTZ;
120001105;282350201;"Befestigungssatz für;Bodenbefestigungsp 160 Nut 8;profilseitig;";0.0.404.19;;-;-;
120001106;282350300;"Positions-Verbindungssatz 8;Material: GD-Zn, schwarz;;";0.0.474.44;;1050064;POSSTZ;
120001107;282350400;"Nutrolle 8F Material: POM;schwarz;;";0.0.457.51;;-;-;
120001108;282400400;"Eckverbindungssatz 32/18 Nut 8;Material: stahl verzinkt inkl.;Halbrundschraube ISO;7380-M5x20,";0.0.404.09;;-;-;
120001109;282500001;"Set Rahmenverbinder 40x20, Nut;8, Zinkdruckguss alufarbig;alufarbig;oberflächenbeschichtet, inkl.";0.0.618.61;;-;-;
120001110;282500500;"Befestigungssatz für Winkel;160x160 M8 Material:;Kunststoff PA schwarz;";0.0.479.96;;-;-;
120001111;282523501;"Abdeckkappe für Winkel 40x40,;Nut 8 Material: PA schwarz;;";0.0.411.26;;-;-;
120001112;282523502;"Abdeckkappe für Winkel 40x80,;Nut 8 Material: PA schwarz;;";0.0.411.25;;-;-;
120001113;282523503;"Abdeckkappe für Winkel 80x80;Material: PA schwarz;;";;;;;
120001114;282523504;"Abdeckkappe für Winkel 80x80;Material: PA verkehrsgrau;ähnl. RAL7042;";;;;;
120001115;282523505;"Abdeckkappe für Winkel 60x60;Material: PA schwarz;;";0.0.005.06;;-;-;
120001116;282523506;"Abdeckkappe für Winkel 40x80;Material: PA verkehrsgrau;ähnl. RAL7042;";0.0.627.58;;-;-;
120001117;282523507;"Abdeckkappe für Winkel 160x80,;Material: PA schwarz;;";0.0.436.25;;-;-;
120001118;282523508;"Abdeckkappe für Winkel 40x40,;Nut 8 Material: PA, RAL7042;verkehrsgrau;";0.0.627.57;;-;-;
120001119;282529159;"Befestigungssatz f. Lenkrollen;in der Profilnut;;";;;;;
120001120;282529160;"Befestigungssatz f. Lenkrollen;im Kernzug;;";;;;;
120001121;282529170;"Befestigungssatz f. Lenkrollen;DM75 in der Profilnut;;";;;;;
120001122;282538100;"Pneumatik-Anschlußplatte 80x40;""R1/2"""""";;";0.0.406.34;;1010145;FUS8040R12;
120001123;282538101;"Pneumatik-Anschlußplatte 8;80x40 PE-LD transparent,;selbstklebend;";0.0.420.80;;1010100;DIC8040PE;
120001124;282538102;"Pneumatik-Anschlußplatte 8;80x80 PE-LD transparent,;selbstklebend;";0.0.420.79;;-;-;
120001125;282540100;"Adapterplatte für Lenkrolle;40x40 Nut 8 Material:;Zinkdruckguss aluf. pulverb.;";;;;;
120001126;282540101;"Adapterplatte für Bockrolle;40x40 Nut 8 Material:;Zinkdruckguss aluf. pulverb.;";;;;;
120001127;282600011;"Kunststoffscharnier links;Nut 8 aushängbar,;Material: Kunststoff PA;FAmax(N):100~; FRmax(N):200";0.0.026.10;;1010470;SCHPALIN;
120001128;282600012;"Kunststoffscharnier rechts;Nut 8 aushängbar,;Material: Kunststoff PA;FAmax(N):100~; FRmax(N):200 VE";0.0.026.12;;1010471;SCHPAREC;
120001129;282600025;"Zinkdruckguss-Scharnier 40x40;Nut 8 mit Langlöchern, nicht;aushängbar Material:;Zinkdruckguss schwarz";0.0.196.36;;1010491;SCHZN;
120001130;282600027;"Zinkdruckguss-Scharnier 30x30;Nut 8 mit Langlöchern, nicht;aushängbar Material:;Zinkdruckguss schwarz";0.0.441.81;;-;-;
120001131;282600028;"Zinkdruckguss-Scharnier 40x40;Nut 8 mit Klemmhebel mit;Langlöchern, nicht aushängbar;Material: Zinkdruckguss";;;;;
120001132;282600500;"GLEITSCHLITTEN-FÜHRUNG 80X40,;NUT 8 mit;Schlittenklemmung,Gleitschuh,;Klemmhebelbefestigungssatz";0.0.626.68;;-;-;
120001133;282600501;"Gleitschlitten-Führung 80x40,;Nut 8 Befestigungssatz;Loslager Gleitschuh POM;";0.0.619.53;;-;-;
120001134;282600502;"Gleitschlitten-Führung 80x40,;Nut 8 Befestigungssatz;Festlager, Gleitschuh POM;";0.0.619.62;;-;-;
120001135;282600503;"Gleitschlitten-Führung 80x40,;Nut 8 1 x Gleitschlitten:;Zinkdruckguss 2 x Gleitschuh:;Kunstsftoff POM 2 x";0.0.607.39;;1022282;GLESCHFUEH88040;
120001136;282652000;"Winkelfeststellung 8 inkl.;Befestigung;Material:Aludruckguss;alufarbig alufarbig";0.0.615.59;;-;-;
120001137;282652001;"Automatikverbinder, Nut 8,;ESD-fähig inkl. Nutenstein mit;Steg gekerbt mit Schraube M6 x;40 Material: stahl verzinkt";0.0.388.08;;1027957;AUTVERSTZ;
120001138;282652005;"Abdeckkappe für;Automatikverbinder, Nut;Material: Kunststoff PA,;schwarz VE = 100 Stück";0.0.388.66;;1028720;ABDAUTVERSTZ8;
120001139;282652006;"Abdeckkappe für;Automatikverbinder, Nut;Material: Kunststoff PA, grau;RAL7042";0.0.616.31;;-;-;
120001140;282652009;"Automatikverbinder Nut8~; inkl.;Nutenstein mit Steg Material:;Edelstahl;";0.0.440.58;;-;-;
120001141;282652012;"Automatik-Stoßverbinder Set,;Nut 8 inkl. Schraube und;Schneidhülse Material: stahl;verzinkt";0.0.406.80;;1010077;AUTSTOSTZ;
120001142;282652013;"Automatik-Stoßverbinder Set,;Nut 8 inkl. Schraube und;Schneidhülse Material:;Edelstahl";0.0.444.15;;-;-;
120001143;282652020;"Automatik-Combiverbinder 40~;;Nut8, ESD inkl. Nutenstein;gekerbt Material. stahl;verzinkt";0.0.672.84;;-;-;
120001144;282652021;"Automatik-Combiverbinder 80~;;Nut8, ESD inkl. Nutenstein;gekerbt Material: stahl;verzinkt";0.0.672.85;;-;-;
120001145;282652030;"Plattenverbinder 40x40 Nut 8;Material: Zinkdruckguss blank;inkl. 1 x Schraube S7x25,;Doppelnutenstein Nut 8 M8, 2";;;;;
120001146;282652031;"Plattenverbinder 40x80 Nut 8;Material: Zinkdruckguss blank;inkl. 1 x Schraube S7x25,;Doppelnutenstein Nut 8 M8, 2";;;;;
120001147;282652032;"Plattenverbinder 40x80 Nut 8;Material: Zinkdruckguss blank;inkl. 2 x Schraube S7x25,;Doppelnutenstein Nut 8 M8, 2";;;;;
120001148;282655001;"Winkelverbinder 40 45°, Nut 8;Material: Zinkdruckguss blank,;ESD fähig;";;;;;
120001149;282655002;"Winkelverbinder 40 45°, Nut 8;Zinkdruckguss alufarbig VE =;10 Stück alufarbig;oberflächenbeschichtet";;;;;
120001150;282655003;"Winkelverbinder 40/80 45°, Nut;8 Material: Zinkdruckguss;blank;";;;;;
120001151;282655004;"Winkelverbinder 40/80 45°, Nut;8 Zinkdruckguss alufarbig;alufarbig;oberflächenbeschichtet";;;;;
120001152;282655009;"Winkelverbinder 80//40 45°,;Nut 8 Material:;Aluminiumdruckguss blank;";;;;;
120001153;282655010;"Winkelverbinder 80//40 45°,;Nut 8 Aluminiumdruckguss;alufarbig;oberflächenbeschichtet";;;;;
120001154;282656000;"Profilverbinder Nut 8;Stahl verzinkt;4x M6 Gewindestifte , L =180mm;";;;;;
120001155;282656003;"Würfelverbinder 40/2 Nut 8~;;Material: Alu Druckguss blank;;";;;;;
120001156;282656004;"Würfelverbinder 40/3 Nut 8~;;Material: Alu Druckguss blank;;";;;;;
120001157;282656005;"Würfelverbinder 40/2 Nut 8~;;inkl. 2 Abdeckkappen u.;Schrauben ISO7380 M8x25;Material: Aludruckguss blank";0.0.698.79;;-;-;
120001158;282656006;"Würfelverbinder 40/3 Nut 8~;;inkl. 3 Abdeckkappen u.;Schrauben ISO7380 M8x25;Material: Aludruckguss blank";0.0.698.78;;-;-;
120001159;282656008;"Würfelverbinder 40/3 Nut 8~;;inkl. 3 Abdeckkappen u.;Schrauben ISO7380 M8x25;Material: Aludruckguss silber";;;;;
120001160;282750100;"Sockelelement 8~; Material:;Kunststoff PA;;";0.0.196.60;;-;-;
120001161;282800100;"LAGEREINHEIT 8 D14 E Bolzen;brüniert Material: Alu;eloxiert Bolzen 8 D14 e;Laufrolle D14";0.0.294.15;;-;-;
120001162;282800101;"Doppellagereinheit 8 D14 E;Bolzen brüniert Material: Alu;eloxiert 2 Bolzen 8 D14 e 2;Laufrolle D14 2";0.0.294.28;;-;-;
120001163;282800102;"Lagereinheit 8 D14 Z Bolzen;brüniert Material: Alu;eloxiert Bolzen 8 D14 z;Laufrolle D14";0.0.294.14;;-;-;
120001164;282800103;"Doppellagereinheit 8 D14 Z;Bolzen brüniert Material: Alu;eloxiert 2 Bolzen 8 D14 z 2;Laufrolle D14 2";0.0.294.26;;-;-;
120001165;282800110;"Abstreif-und Schmiersystem 8;D14 (links+recht), inkl. 2;Halbrundschrauben Material:;PA-GF, schwarz";0.0.294.46;;-;-;
120001166;282800150;"Laufrolle D14~; St, 100 CR 6,;gehärtet geschliffen,;zweireihig kugelgelagert mit;zwei Deckscheiben,";0.0.294.52;;-;-;
120001167;282800151;"Bolzen 8 D14 zentrisch;Material: stahl verzinkt;;";0.0.294.10;;-;-;
120001168;282800152;"Bolzen 8 D14 exzentrisch;Material: stahl verzinkt;;";0.0.294.12;;-;-;
120001169;282800200;"Wellenklemmprofil 8 D14;;10 St. x 3000mm;";0.0.453.68;;-;-;
120001173;282899200;"Wellenklemmprofil 8 D14;;;";0.0.453.68;;-;-;
120001174;283500500;"Bodenplattte 8 160 Al,;eloxiert natur 2 Abdeckkappen;8 160x28 3 Gewindestifte DIN;915 M10x30, St. blank 3";0.0.026.17;;-;-;
120001175;283500501;"Bodenplatte 8 280 Al, eloxiert;natur 2 Abdeckkappen 8 160x28;;";0.0.388.69;;-;-;
120001176;283510401;"Hub-Schrauber Profil 40 Nut 8~;;45-65mm;;";0.0.196.64;;1010442;RASPA;
120001177;283510501;"Nutfuss 40~; Nut 8 Kunststoff;PA, schwarz;;";;;;;
120001178;284532206;"Tragarmgelenk 40x40 Nut 8;Material: Aluminiumdruckguss~;;alufarbig Empfohlene;Schraubengröße: 4x M8x16";;;;;
120001179;284532207;"Tragarmgelenk 40x80 Nut 8;Material: Aluminiumdruckguss~;;alufarbig Empfohlene;Schraubengröße: 4x M8x16";;;;;
120001180;284615601;"Aufhängung Nut 8 Material:;Zinkdruckguss schwarz;;";0.0.196.44;;-;-;
120001181;284615602;"Befestigungssatz für;Aufhängung Nut 8;;";0.0.265.05;;-;-;
120001182;285100100;"Erdungsanschluss Nut 8 inkl.;Nutenstein, Gewindestift,;Fächerscheibe, Mutter, Scheibe;";0.3.001.81;;-;-;
120001183;285400300;"Kabelbinderblock Nut 8;Kunststoff PA, schwarz;;";;;;;
120001184;285610501;"Magnetverschluss Nut 8,;schwarz Material: Kunststoff;PA glasfaserverstä;Verschlusskraft ca. 20N vorne";0.0.196.48;;1010320;MAGPA;
120001185;285615005;"Uniblock 25 mit Vierkantmutter;M4 Nut 8 Material: Block:;Kunststoff PA glasfaser;Mutter: Stahl verzinkt";0.0.026.72;;1028406;MULPAM6;
120001186;285615006;"UNIBLOCK 25 MIT VIERKANTMUTTER;M5 Material: Block: Kunststoff;PA glasfaser Mutter: Stahl;verzinkt";;;;;
120001187;285615007;"Uniblock 25 mit Vierkantmutter;M6 Nut 8 Material: Block:;Kunststoff PA glasfaser;Mutter: Stahl verzinkt";;;;;
120001188;285615008;"Uniblock 26 CS mit;verliersicherer Schraube,;schwarz Material: Bock:;Kunststoff PA";;;;;
120001189;285615011;"Befestigungsblock mit Mutter;Nut 8 M6 Material: Block:;Kunststoff PA;glasfaserverstärkt schwarz~;";0.0.026.72;;1028406;MULPAM6;
120001190;285615050;"Uniblock ZN40 Nut 8~; M6;Material: Zinkdruckguss;Oberfläche: schwarz verzinkt;(RoHS-konform)";0.0.373.23;;1010584;UNIZN;
120001191;285615070;"Quick Block Nut 8 mit;Knebelzapfen Material:;Kunststoff PA schwarz;";0.0.604.10;;-;-;
120001192;285615100;"Klemmfeder, Nut 8, Länge 80 mm;Material: Edelstahl nur für;Profil 32x18 Nut8;";0.0.406.21;;1010281;KLEST;
120001193;285615101;"Klemmblock Nut 8 Farbe:;schwarz, Material: Kunststoff;PA glasfaserverstärkt;";0.0.196.63;;1010280;KLEMUL8PA;
120001194;285615105;"Klemmblock Nut 8 Material:;Kunststoff PA glasfaserv.;verkehrsgrau ähnlich RAL7042;";0.0.641.45;;-;-;
120001195;285615200;"Schiebetür-Führungssatz Nut 8;Material: Kunststoff, POM;schwarz;";0.0.404.87;;1050087;SCHFUEHSTZ88;
120001196;285615300;"Hub- und;Schiebetür-Führungssatz Nut 8,;inkl. Senkschraube D7991 2x;Material: Gehäuse";;;;;
120001197;286200200;"Friktionsgelenk I40L Set für;Systemarm 3Nm;Aluminiumdruckguss: alufarbig;oberflächenbeschichtet";0.0.623.88;;-;-;
120001198;286200201;"Friktionsgelenk I40L Set für;Systemarm 9Nm;Aluminiumdruckguss: alufarbig;oberflächenbeschichtet";;;;;
120001199;286200202;"Friktionsgelenk I40L Set für;Systemarm 12Nm;Aluminiumdruckguss: alufarbig;oberflächenbeschichtet";;;;;
120001200;286500010;"Greifschale 105x153,5x50mm,;Nut 8 Material: Kunststoff PA,;schwarz;";;;;;
120001201;286500011;"Greifschale 105x153,5x50mm,;Nut 8, ESD Material:;Kunststoff PA, schwarz;";0.0.664.40;;-;-;
120001202;286500012;"Greifschale 105x153,5x50mm,;Nut 8 Material: Kunststoff PA,;verkehrsgrau RAL7042;";0.0.664.35;;-;-;
120001203;286500013;"Greifschale 105x153,5x50mm,;Nut 8 Material: Kunststoff PA,;signalgrün RAL6032;";0.0.669.42;;-;-;
120001204;286500014;"Greifschale 105x153,5x50mm,;Nut 8 Material: Kunststoff PA,;verkehrsrot RAL3020;";0.0.669.40;;-;-;
120001205;286500015;"Greifschale, 105x153,5x50mm,;Nut 8 Material: Kunststoff PA,;signalgelb RAL1003;";0.0.669.41;;-;-;
120001206;286516909;"Erdungskontakt ESD für 10mm;Druckknopf;;";;;;;
120001207;286522100;"Set Erdungsverbindung Nut 8;bestehend aus: 2x Nutenstein,;2 x Sechkantmutter, 2 x;Gewindestift, 2 x";0.0.486.95;;-;-;
120001208;402350400;"Türanschlag mit Gummipuffer;inkl. senkschraube M5x14;Material: Kunststoff PA6,;schwarz";0.0.486.72;;-;-;
120001209;402350401;"Magnet-Türanschlag inkl.;Halteblech und;Senkkopfschraube M5x14;Material: Kunststoff PA6,";0.0.601.30;;-;-;
120001210;402535126;"Seitenführungswinkel 80x100x3~;;Edelstah Ein Set besteht aus 4;Winkel;";;;;;
120001211;402750001;"Bügelgriff 26x40x140 mm,;schwarz Material: Kunststoff;PA, glasfaserverst.;";;;;;
120001212;402750002;"Bügelgriff 28x53,5x166 mm,;schwarz Material: Kunststoff;PA, glasfaserverst.;";;;;;
120001213;402750100;"Handgriff AL 120 Material:;Aluminium schwarz pulverbsch.;;";0.0.416.85;;1010241;HAN120AL;
120001214;402750101;"Handgriff AL 120 gebogen sw.;MATT Material: Aluminium;schwarz pulverbsch.;";0.0.416.87;;1010242;HAN120ALG;
120001215;402750102;"Befestigungssatz für Handgriff;AL120 2x Lasche + 2 x;Senkschraube;";0.0.418.81;;1010081;BEFSTZHAN120AL;
120001216;405530100;"Türschnäpper inkl. Abdeckung;für Nut ~; Material:;Türschnäpper Zinkdruckguss;";0.0.473.62;;-;-;
120001217;8814040;"Aluminium-Rollenprofil 40x40;Nut 5/8;20 St. x 6000mm;";;;;;
120001221;8814040E;"Aluminium-Rollenprofil 40x40;Nut 5/8, ESD;20 St. x 6000mm;";;;;;
120001222;8819940;"Aluminium-Rollenprofil 40x40;Nut 5/8;;";;;;;
120001223;8819940E;"Aluminium-Rollenprofil 40x40;Nut 5/8, ESD;;";;;;;
120001224;;"Klemmprofil 30x30;Nut 6;;";;;;;
120001225;;"Klemmprofil 30x30;Nut 6;16 St. x 6000mm;";;;;;
120001226;;"Klemmwinkel 30x30;Nut 6;;";;;;;
120001227;;"Klemmwinkel 30x30;Nut 6;16 St. x 6000mm;";;;;;
120001228;281006100-S;"Scheibeneinfassleiste 8;Aluminium;;";;;;;
120001229;281404139;"Klemmprofil 40x40E;Nut 8;;";0.0.452.21;;-;-;
120001230;281404130;"Klemmprofil 40x40E;Nut 8;16 St. x 6000mm;";0.0.436.92;;-;-;
120001231;;"Abdeckkappe 80x80 Nut 8,;ESD Fähig, schwarz ähnlich;RAL 9005;";;;;;
120001232;;"Abdeckkappe 20x20 Nut 5,;ESD Fähig, schwarz ähnlich;RAL 9005;";;;;;
120001233;;"Abdeckprofil Nut 6 Farbe:;verkehrsgrau ähnlich RAL 7042;Material: PP, Länge: 2000mm;";;;;;
120001234;202500100-S;"Profil M W40x40x4E;Aluminium eloxiert;;";;;;;
120001235;202500102-S;"Profil M W80x80x8E;Aluminium eloxiert;;";;;;;
120001236;;"Aluminiumprofil 20x20L 2N180;Nut 5;;";;;;;
120001237;;"Aluminiumprofil 20x20L 2N180;Nut 5;16 St. x 3000mm;";;;;;
120001238;;"Aluminiumprofil 80x20;Nut 5;;";;;;;
120001239;;"Aluminiumprofil 80x20;Nut 5;8 St. x 3000mm;";;;;;
120001240;;"Aluminiumprofil 16x8,5;Nut 5;;";;;;;
120001241;;"Aluminiumprofil 16x8,5;Nut 5;10 St. x 3000mm;";;;;;
120001242;;"Aluminiumprofil 30x12L;Nut 6;;";;;;;
120001243;;"Aluminiumprofil 30x12L;Nut 6;10 St. x 3000mm;";;;;;
120001244;;"Aluminiumprofil 60x12L;Nut 6;;";;;;;
120001245;;"Aluminiumprofil 60x12L;Nut 6;10 St. x 3000mm;";;;;;
120001246;;"Aluminiumprofil 40x40L 4N;Nut 8;;";;;;;
120001247;;"Aluminiumprofil 40x40L 4N;Nut 8;16 St. x 6000mm;";;;;;
120001248;;"Aluminiumprofil 80x80L 8N;Nut 8;;";;;;;
120001249;;"Aluminiumprofil 80x80L 8N;Nut 8;4 St. x 6000mm;";;;;;
120001250;;"Aluminiumprofil 80x80L 45°;Nut 8;;";;;;;
120001251;;"Aluminiumprofil 80x80L 45°;Nut 8;4 St. x 6000mm;";;;;;
120001252;;"Aluminiumprofil 80x80L 4N90;45° Nut 8;;";;;;;
120001253;;"Aluminiumprofil 80x80L 4N90;45° Nut 8;4 St. x 6000mm;";;;;;
120001254;;"Aluminiumprofil 120x120;Nut 8;;";;;;;
120001255;;"Aluminiumprofil 120x120;Nut 8;1 St. x 6000mm;";;;;;
120001256;;"Aluminiumprofil 160x160;Nut 8;;";;;;;
120001257;;"Aluminiumprofil 160x160;Nut 8;1 St. x 6000mm;";;;;;
120001258;;"Aluminiumprofil 28x160;Nut 8;;";;;;;
120001259;;"Aluminiumprofil 28x160;Nut 8;5 St. x 6000mm;";;;;;
120001260;;"Aluminiumprofil 152x20;Nut 8;;";;;;;
120001261;;"Aluminiumprofil 152x20;Nut 8;4 St. x 6000mm;";;;;;
120001262;;"Aluminiumprofil 55x20;Nut 8;;";;;;;
120001263;;"Aluminiumprofil 55x20;Nut 8;4 St. x 6000mm;";;;;;
120001264;;"Klemmprofil 30x30 180°;Nut 6;;";;;;;
120001265;;"Klemmprofil 30x30 180°;Nut 6;8 St. x 6000mm;";;;;;
120001266;;"Schiebetuerprofil 40x10;Nut 8;;";;;;;
120001267;;"Schiebetuerprofil 40x10;Nut 8;10 St. x 3000mm;";;;;;
120001268;;"Profil M W40x25x2E;Aluminium eloxiert;;";;;;;
120001269;;"Profil M W40x25x2E;Aluminium eloxiert;20 St. x 3000mm;";;;;;
120001270;;"Profil M W40x20x4E;Aluminium eloxiert;;";;;;;
120001271;;"Profil M W40x20x4E;Aluminium eloxiert;20 St. x 2000mm;";;;;;
120001272;;"Kabelkanal 160x80;;;";;;;;
120001273;;"Kabelkanal 160x80;;4 St. x 3000mm;";;;;;
120001274;;"Kanaldeckel 160;;;";;;;;
120001275;;"Kanaldeckel 160;;4 St. x 3000mm;";;;;;
120001276;;"Wandprofil 40;;;";;;;;
120001277;;"Wandprofil 40;;10 St. x 3000mm;";;;;;
120001278;;"Schanierprofil außen;Nut 8;;";;;;;
120001279;;"Schanierprofil außen;Nut 8;10 St. x 3000mm;";;;;;
120001280;;"Schanierprofil innen;Nut 8;;";;;;;
120001281;;"Schanierprofil innen;Nut 8;10 St. x 3000mm;";;;;;
140000001;401535118;"Rundrohr D28;;20 St. x 6000mm;";;3842535118;;;
140000005;401541211;"Rundrohr D28L;;20 St. x 6000mm;";;3842557243;;;
140000009;401993317;"Rundrohr D28;;;";;3842993317;;;
140000010;401996191;"Rundrohr D28L;;;";;3842996191;;;
140000011;402184738;"Rastbügel 20x25, PC, farblos;;;";;;;;
