neuNr;alteNr;BEZEICHNUNG;Item;2 Bosch;AlvarisArtnr;AlvarisMatnr;ASK
120000663;281005028;"Abdeckkappe 40x40L m Loch,;Nut8, schwarz T=4,0 mm~;;Material: PA glasfaserverst.;Hinweis: Nur für Profil 40x40L";0.0.473.03;;-;-;
120000664;281005030;"Abdeckkappe 40x40, Nut 8;RAL7035 lichtgrau T=4,0 mm~;;Material: PA glasfaserverst.;";0.0.627.16;;-;-;
120000665;281005031;"Abdeckkappe 40x80, Nut 8;RAL7035 lichtgrau  T=4,0 mm~;;Material: PA glasfaserverst.;";0.0.627.18;;-;-;
120000666;281005032;"Abdeckkappe 80x80, Nut8;RAL7035 lichtgrau  T=4,0 mm~;;Material: PA glasfaserverst.;";0.0.627.20;;-;-;
120000667;281005033;"Abdeckkappe 40x40 45°, Nut 8,;schwarz ESD, T=4mm~; Material:;PA glasfaserverst.;";;;;;
120000668;281005034;"Abdeckkappe 40x80, Nut 8,;schwarz ESD T=4,0 mm~;;Material: PA glasfaserverst.;";;;;;
120000669;281005037;"Abdeckkappe 3x40-120° Nut 8~;;T=4,0 mm Material: Kunststoff;PA schwarz;";0.0.482.39;;-;-;
120000670;281005039;"Abdeckkappe 160x28 Nut 8~;;T=4,0 mm Material: Kunststoff;PA schwarz;";0.0.026.80;;-;-;
120000671;281005100;"Abdeckkappe Nut8~; 40x40mm Zink;schwarz pulverbeschichtet;;";0.0.427.09;;-;-;
120000672;281005101;"Abdeckkappe Nut8~; 40x80mm Zink;schwarz pulverbeschichtet;;";0.0.427.11;;-;-;
120000673;281005102;"Abdeckkappe Nut8~; 80x80mm Zink;schwarz pulverbeschichtet;;";0.0.427.13;;-;-;
120000674;281005110;"Selbstfurchende Schraube 8 SF;N7 1x16 Kopfform nach DIN 7991;(M6) stahl gleitb Kopfform;nach DIN 7991 (M6) stahl";0.0.428.05;;1010539;SENM71SFS;
120000675;281006002;"Abdeckprofil Nut 8, schwarz;RAL9005 Länge 2000 mm~;;Material PP;";;;;;
120000676;281006003;"Abdeckprofil Nut 8, gelb RAL;1018 Länge 2000 mm~; Material;PP;";;;;;
120000677;281006004;"Abdeckprofil Nut 8, natur;Länge 2000 mm~; Material PP;;";;;;;
120000678;281006005;"Abdeckprofil NBR, Nut 8,;schwarz Preis pro Meter,;Lieferung auf Spule Länge auf;einer Spule max. 20m";0.0.388.85;;-;-;
120000679;281006009;"Abdeck- und Einfaßprofil Nut;8, natur Länge 2000 mm,;Material PP;";0.0.422.23;;1010045;ABDEINPPN;
120000680;281006010;"Abdeck- und Einfaßprofil Nut;8,lichtgra RAL 7035~; Länge;2000mm~; Material: PP;";0.0.489.45;;-;-;
120000681;281006011;"Abdeck- und Einfaßprofil Nut;8, weißal RAL9006, Länge 2000;mm, Material: PP;";;;;;
120000682;281006012;"Abdeck- und Einfaßprofil Nut;8, schwarz RAL9005~; Länge 2000;mm, Material: PP;";0.0.422.26;;1010046;ABDEINPPS;
120000683;281006013;"Abdeck- und Einfaßprofil;Nut8,verkehrsr RAL3020, Länge;2000 mm~; Material PP;";0.0.489.46;;1022462;ABDPPR;
120000684;281006014;"Abdeck- und Einfaßprofil;Nut8,signalbla RAL5005~; Länge;2000 mm~; Material: PP;";0.0.481.01;;-;-;
120000685;281006015;"Abdeck- und Einfaßprofil Nut8,;zinkgelb RAL1018, Länge 2000;mm~; Material: PP;";0.0.489.43;;-;-;
120000686;281006016;"Abdeck- und Einfaßprofil Nut8,;RAL7042 verkehrsgrau Länge;2000 mm~; Material: P;";0.0.489.45;;-;-;
120000687;281006017;"Abdeckprofil Nut 8, lichtgrau;RAL7035 Länge 2000 mm~;;Material PP;";;;;;
120000688;281006018;"Abdeck- und Einfaßprofil, ESD,;NUT 8 schwarz, Material: PP,;Länge: 2000mm;";0.0.617.80;;-;-;
120000689;281006019;"Abdeckprofil Nut 8, alufarbig;geprägt Material: PP, Länge:;2000mm;";0.0.672.02;;-;-;
120000690;281006023;"Abdeck- und Einfaßprofil, Nut;8, grau ähnlich RAL7042 Länge;20.000mm, = 20 lfm auf Rolle;Material: TPE";0.0.611.40;;-;-;
120000691;281006024;"Abdeck- und Einfaßprofil, Nut;8, schwar RAL9005, Länge;20.000mm, Material: TPE = 20;lfm auf Rolle";0.0.495.08;;-;-;
120000692;281006025;"Abdeckprofil Nut 8, schwarz;RAL9005 ESD Länge 2000 mm~;;;";;;;;
120000693;281006050;"Gleitleiste Nut8 ESD L=2000 mm;;;";0.0.457.99;;-;-;
120000694;281006051;"Gleitleiste Nut8 L=2000mm;Material: Kunststoff PE-HD;schwarz;";0.0.457.99;;-;-;
120000695;281006100;"Scheibeneinfassleiste 8;Aluminium;Länge: 3000mm / 12 Stangen;";0.0.495.05;;-;-;
120000696;281006101;"Scheibeneinfassleiste 8 PP/TPE;RAL7042 3000 mm, 2-4 mm;;";0.0.493.75;;-;-;
120000697;281006200;"Abdeckprofil R80 AL;Nut 8;10 St. x 4150mm;";0.0.422.77;;-;-;
120000701;281006201;"Abdeckkappe gebogen, L73,6 mm,;R=55mm Kunststoff schwarz;;";0.0.429.61;;-;-;
120000702;281006202;"Clip~; Nut8~; Federstahl;;;";0.0.428.97;;-;-;
120000703;281008100;"Winkelleiste Alu eloxiert;Nut 8 L=2000 mm;;";0.0.411.14;;1010634;WINAL;
120000704;281008101;"Winkelleiste Alu eloxiert Nut;8 L=3000 mm;;";;;;;
120000705;281120400;"Aluminiumprofil 120X40L;Nut 8;5 St. x 6000mm;";0.0.416.66;;1010382;PRO12040L;
120000709;281120410;"Aluminiumprofil 120x40;Nut 8;5 St. x 6000mm;";0.0.416.29;;1010381;PRO12040;
120000713;281120420;"Aluminiumprofil 120X40L 3N;Nut 8;5 St. x 6000mm;";0.0.675.52;;-;-;
120000717;281120800;"Aluminiumprofil 120x80L;Nut 8;2 St. x 6000mm;";0.0.416.65;;1010384;PRO12080L;
120000721;281120810;"Aluminiumprofil 120x80;Nut 8;2 St. x 6000mm;";0.0.416.30;;1010383;PRO12080;
120000725;281120901;"Aluminiumprofil 120x40L;Nut 8;;";0.0.453.13;;-;-;
120000726;281120909;"Aluminiumprofil 120x80L;Nut 8;;";0.0.453.17;;-;-;
120000727;281120911;"Aluminiumprofil 120x40;Nut 8;;";0.0.453.11;;-;-;
120000728;281120919;"Aluminiumprofil 120x80;Nut 8;;";0.0.453.15;;-;-;
120000729;281120921;"Aluminiumprofil 120x40L 3N;Nut 8;;";0.0.675.51;;-;-;
120000730;281160400;"Aluminiumprofil 160x40L;Nut 8;4 St. x 6000mm;";0.0.418.35;;1010388;PRO16040L;
120000734;281160410;"Aluminiumprofil 160x40;Nut 8;4 St. x 6000mm;";0.0.265.23;;1010387;PRO16040;
120000738;281160420;"Aluminiumprofil 160x40L 4N;Nut 8;4 St. x 6000mm;";0.0.429.04;;-;-;
120000742;281160800;"Aluminiumprofil 160x80L;Nut 8;2 St. x 6000mm;";0.0.411.18;;1010390;PRO16080L;
120000746;281160810;"Aluminiumprofil 160x80;Nut 8;2 St. x 6000mm;";0.0.265.26;;1010389;PRO16080;
120000750;281160901;"Aluminiumprofil 160x40L;Nut 8;;";0.0.453.26;;-;-;
120000751;281160911;"Aluminiumprofil 160x40;Nut 8;;";0.0.453.22;;-;-;
120000752;281160921;"Aluminiumprofil 160x80L;Nut 8;;";0.0.453.32;;-;-;
120000753;281160931;"Aluminiumprofil 160x80;Nut 8;;";0.0.453.28;;-;-;
120000754;281160941;"Aluminiumprofil 160x40L 4N;Nut 8;;";0.0.453.24;;-;-;
120000755;281161600;"Aluminiumprofil 160x16;Nut 8;5 St. x 3000mm;";0.0.265.90;;1010386;PRO16016;
120000759;281161699;"Aluminiumprofil 160x16;Nut 8;;";0.0.453.18;;-;-;
120000760;281200280;"Aluminiumprofil 200x28;Nut 8;2 St. x 6000mm;";0.0.473.86;;-;-;
120000764;281200400;"Aluminiumprofil 200x40;Nut 8;2 St. x 6000mm;";0.0.473.82;;-;-;
120000768;281299400;"Aluminiumprofil 200x40;Nut 8;;";0.0.454.20;;-;-;
120000769;281321800;"Klemmprofil 32x18;Nut 8;10 St. x 6000mm;";0.0.373.67;;1010267;KLE3218;
120000773;281321899;"Klemmprofil 32x18;Nut 8;;";0.0.631.05;;-;-;
120000774;281400070;"Aluminiumprofil R40L 90°;Nut 8;8 St. x 6000mm;";0.0.436.33;;1010437;PROR40L90;
120000778;281400100;"Klemmwinkel 40x40;Nut 8;16 St. x 6000mm;";;;;;
120000782;281400109;"Klemmwinkel 40x40;Nut 8;;";;;;;
120000783;281400971;"Aluminiumprofil R40L 90°;Nut 8;;";0.0.453.39;;-;-;
120000784;281401600;"Aluminiumprofil 40x16E;Nut 8;10 St. x 3000mm;";7.0.000.01;;1010393;PRO4016E;
120000788;281401610;"Aluminiumprofil 40x16;Nut 8;10 St. x 3000mm;";0.0.026.84;;1010391;PRO4016;
120000792;281401901;"Aluminiumprofil 40x16E;Nut 8;;";0.0.452.64;;-;-;
120000793;281401911;"Aluminiumprofil 40x16;Nut 8;;";0.0.492.75;;-;-;
120000794;281402000;"Rahmenprofil 40x20;Nut 8;10 St. x 6000mm;";0.0.616.95;;-;-;
120000795;281402999;"Rahmenprofil 40x20;Nut 8;;";0.0.616.93;;-;-;
120000796;281403200;"Aluminiumprofil 40x32L;Nut 8;10 St. x 6000mm;";0.0.494.97;;-;-;
120000800;281403299;"Aluminiumprofil 40x32L;Nut 8;;";0.0.494.95;;-;-;
120000801;281404000;"Aluminiumprofil 40x40E;Nut 8;16 St. x 6000mm;";7.0.000.09;;1010396;PRO4040E;
120000805;281404010;"Aluminiumprofil 40x40L;Nut 8;16 St. x 6000mm;";0.0.026.33;;1010087;PRO4040L3M;
120000809;281404020;"Aluminiumprofil 40x40;Nut 8;16 St. x 6000mm;";0.0.026.03;;1010394;PRO4040;
120000813;281404030;"Aluminiumprofil 40x40L 1N;Nut 8;16 St. x 6000mm;";0.0.422.72;;1010398;PRO4040L1N;
120000817;281404040;"Aluminiumprofil 40x40E 45°;Nut 8;8 St. x 6000mm;";7.0.000.12;;-;-;
120000821;281404050;"Aluminiumprofil 40x40L 45°;Nut 8;8 St. x 6000mm;";0.0.404.52;;1010403;PRO4040L45;
120000825;281404060;"Aluminiumprofil 40x40 45°;Nut 8;8 St. x 6000mm;";0.0.373.45;;1010395;PRO404045;
120000829;281404070;"Aluminiumprofil 40x40L 2N90;Nut 8;16 St. x 6000mm;";7.0.000.06;;-;-;
120000833;281404080;"Aluminiumprofil 40x40L 2N180;Nut 8;16 St. x 6000mm;";7.0.000.03;;-;-;
120000837;281404090;"Aluminiumprofil 40x40L 3N;Nut 8;16 St. x 6000mm;";0.0.480.26;;1010402;PRO4040L3N;
120000841;281404120;"Aluminiumprofil 40x40E 2N180;Nut 8;16 St. x 6000mm;";7.0.000.03;;-;-;
120000845;281404129;"Aluminiumprofil 40x40E 2N180;Nut 8;;";0.0.452.74;;-;-;
120000846;281404140;"Klemmprofil 40x40;Nut 8;16 St. x 6000mm;";0.0.452.25;;-;-;
120000850;281404149;"Klemmprofil 40x40;Nut 8;;";0.0.452.25;;-;-;
120000851;281404150;"Klemmprofil 40x40 180°;Nut 8;8 St. x 6000mm;";0.0.452.26;;-;-;
120000855;281404159;"Klemmprofil 40x40 180°;Nut 8;;";0.0.452.26;;-;-;
120000856;281404901;"Aluminiumprofil 40x40E;Nut 8;;";0.0.452.79;;-;-;
120000857;281404911;"Aluminiumprofil 40x40L;Nut 8;;";0.0.452.81;;-;-;
120000858;281404921;"Aluminiumprofil 40x40;Nut 8;;";0.0.452.65;;-;-;
120000859;281404931;"Aluminiumprofil 40x40L 1N;Nut 8;;";0.0.452.68;;-;-;
120000860;281404941;"Aluminiumprofil 40x40E 45°;Nut 8;;";0.0.452.86;;-;-;
120000861;281404951;"Aluminiumprofil 40x40L 45°;Nut 8;;";0.0.452.88;;-;-;
120000862;281404961;"Aluminiumprofil 40x40 45°;Nut 8;;";0.0.452.84;;-;-;
120000863;281404971;"Aluminiumprofil 40x40L 2N90;Nut 8;;";0.0.452.71;;-;-;
120000864;281404981;"Aluminiumprofil 40x40L 2N180;Nut 8;;";0.0.452.76;;-;-;
120000865;281404991;"Aluminiumprofil 40x40L 3N;Nut 8;;";0.0.454.37;;-;-;
120000866;281408030;"Aluminiumprofil R40/80-30°;Nut 8;6 St. x 6000mm;";0.0.427.66;;1010433;PROR408030;
120000870;281408045;"Aluminiumprofil R40/80-45°;Nut 8;6 St. x 6000mm;";0.0.409.14;;1010434;PROR408045;
120000874;281408060;"Aluminiumprofil R40/80-60°;Nut 8;6 St. x 6000mm;";0.0.427.67;;1010435;PROR408060;
120000878;281408090;"Aluminiumprofil R40/80-90°;Nut 8;4 St. x 6000mm;";0.0.427.68;;1010436;PROR408090;
120000882;281408931;"Aluminiumprofil R40/80-30°;Nut 8;;";0.0.453.33;;-;-;
120000883;281408941;"Aluminiumprofil R40/80-45°;Nut 8;;";0.0.453.35;;-;-;
120000884;281408961;"Aluminiumprofil R40/80-60°;Nut 8;;";0.0.453.36;;-;-;
120000885;281408991;"Aluminiumprofil R40/80-90°;Nut 8;;";0.0.453.37;;-;-;
120000886;281801600;"Aluminiumprofil 80x16E;Nut 8;10 St. x 3000mm;";7.0.000.15;;-;-;
120000890;281801610;"Aluminiumprofil 80x16;Nut 8;10 St. x 3000mm;";0.0.364.72;;1010421;PRO8016;
120000894;281801901;"Aluminiumprofil 80x16E;Nut 8;;";0.0.452.93;;-;-;
120000895;281801911;"Aluminiumprofil 80x16;Nut 8;;";0.0.452.91;;-;-;
120000896;281803200;"Aluminiumprofil 80x32L;Nut 8;5 St. x 6000mm;";0.0.494.98;;-;-;
120000900;281803299;"Aluminiumprofil 80x32L;Nut 8;;";0.0.494.96;;-;-;
120000901;281804000;"Aluminiumprofil 80x40E;Nut 8;8 St. x 6000mm;";7.0.000.26;;1010423;PRO8040E;
120000905;281804010;"Aluminiumprofil 80x40L;Nut 8;8 St. x 6000mm;";0.0.026.34;;1010096;PRO8040L3M;
120000909;281804020;"Aluminiumprofil 80x40;Nut 8;8 St. x 6000mm;";0.0.026.04;;1010422;PRO8040;
120000913;281804030;"Aluminiumprofil 80x40L 2N;Nut 8;8 St. x 6000mm;";0.0.422.75;;1010426;PRO8040L2N;
120000917;281804040;"Aluminiumprofil 80x40E 3N90;Nut 8;8 St. x 6000mm;";7.0.000.20;;-;-;
120000921;281804050;"Aluminiumprofil 80x40E 2N180;Nut 8;8 St. x 6000mm;";0.0.452.98;;-;-;
120000925;281804060;"Aluminiumprofil 80x40L 1N;Nut 8;8 St. x 6000mm;";0.0.607.75;;1028349;PRO8040L1N;
120000929;281804070;"Aluminiumprofil 80x40E 4N180;Nut 8;8 St. x 6000mm;";7.0.000.17;;-;-;
120000933;281804100;"Aluminiumprofil 80x40L 3N90;Nut 8;8 St. x 6000mm;";0.0.674.52;;1028350;PRO8040L3N90;
120000937;281804199;"Aluminiumprofil 80x40L 3N90;Nut 8;;";0.0.674.51;;-;-;
120000938;281804901;"Aluminiumprofil 80x40E;Nut 8;;";0.0.452.39;;-;-;
120000939;281804911;"Aluminiumprofil 80x40L;Nut 8;;";0.0.452.41;;-;-;
120000940;281804921;"Aluminiumprofil 80x40;Nut 8;;";0.0.452.94;;-;-;
120000941;281804931;"Aluminiumprofil 80x40L 2N;Nut 8;;";0.0.452.97;;-;-;
120000942;281804941;"Aluminiumprofil 80x40E 3N90;Nut 8;;";0.0.452.99;;-;-;
120000943;281804951;"Aluminiumprofil 80x40E 2N180;Nut 8;;";0.0.452.98;;-;-;
120000944;281804961;"Aluminiumprofil 80x40L 1N;Nut 8;;";0.0.607.26;;-;-;
120000945;281804971;"Aluminiumprofil 80x40E 4N180;Nut 8;;";0.0.452.34;;-;-;
120000946;281808000;"Aluminiumprofil 80x80L;Nut 8;4 St. x 6000mm;";0.0.265.80;;1010430;PRO8080L;
120000950;281808020;"Aluminiumprofil 80x80;Nut 8;4 St. x 6000mm;";0.0.026.27;;1010428;PRO8080;
120000954;281808030;"Aluminiumprofil 80x80L 4N90;Nut 8;4 St. x 6000mm;";0.0.457.59;;1028351;PRO8080L4N90;
120000958;281808040;"Aluminiumprofil 80x80L 2N;Nut 8;4 St. x 6000mm;";0.0.457.52;;1017076;PRO8080L2N;
120000962;281808050;"Aluminiumprofil 80x80E;Nut 8;4 St. x 6000mm;";7.0.000.29;;1010429;PRO8080E;
120000966;281808060;"Aluminiumprofil 80x80x40L;Nut 8;4 St. x 6000mm;";0.0.458.92;;-;-;
120000970;281808901;"Aluminiumprofil 80x80L;Nut 8;;";0.0.453.03;;-;-;
120000971;281808921;"Aluminiumprofil 80x80;Nut 8;;";0.0.452.35;;-;-;
120000972;281808931;"Aluminiumprofil 80x80L 4N90;Nut 8;;";0.0.452.47;;-;-;
120000973;281808941;"Aluminiumprofil 80x80L 2N;Nut 8;;";0.0.452.45;;-;-;
120000974;281808951;"Aluminiumprofil 80x80E;Nut 8;;";0.0.453.01;;-;-;
120000975;281808961;"Aluminiumprofil 80x80x40L;Nut 8;;";0.0.454.02;;-;-;
120000976;281840300;"Laufbahnprofil 40x40;Nut 8;8 St. x 6000mm;";0.0.623.61;;-;-;
120000980;281840399;"Laufbahnprofil 40x40;Nut 8;;";0.0.623.58;;-;-;
120000981;281996200;"Abdeckprofil R80 AL;Nut 8;;";0.0.452.08;;-;-;
120000982;282048001;"Radiendichtung 40x40 Nut8~;;grau RAL7042 Material: PA;;";0.0.480.01;;-;-;
120000983;282048002;"Radiendichtung 80x40 1R80;Nut8~; grau RAL7042~; Material:;PA;";0.0.494.49;;-;-;
120000984;282048003;"Radiendichtung 40x40 1R Nut 8;grau RAL7042~; Material: PA;;";0.0.494.46;;-;-;
120000985;282048004;"Radiendichtung 40x80 2R40 Nut;8 grau RAL7042~; Material: PA;;";0.0.480.03;;-;-;
120000986;282048005;"Radiendichtung 40x80 2R80 Nut;8 grau RAL7042~; Material: PA;;";0.0.480.02;;-;-;
120000987;282100001;"Megaverbinder ZIG Nut 8~; inkl.;Bef. Material: stahl galv.;verzinkt inkl. Grundkörper, 2;Spannklötze, 2 Druckschrauben,";;;;;
120000988;282100002;"Megaverbinder ZIG-A Nut 8~;;inkl. Bef. Material: stahl;galv. verzinkt inkl:;Grundkörper, 1 Spannklötz, 1";;;;;
120000989;282100003;"Eckverbinder EV Nut 8~; inkl.;Befestigung Material: Stahl;galv. verzinkt;";;;;;
120000990;282146102;"Bodenwinkel m Höhenverstellung;120 Nut8 Material:;Zinkdruckguss blank;";;;;;
120000991;282146103;"Bodenwinkel m Höhenverstellung;120 Nut8 Material:;Zinkdruckguss schwarz pulverb.;";;;;;
120000992;282146104;"Bodenwinkel m Höhenverstellung;160 Nut8 Material:;Zinkdruckguss blank;";0.0.196.45;;1010635;WINMVER;
120000993;282146105;"Bodenwinkel m Höhenverstellung;160 Nut8 Material:;Zinkdruckguss schwarz pulverb.;";0.0.196.45;;1010635;WINMVER;
120000994;282146200;"Bodenwinkel 80x100, Nut 8, M16;Aluminium, alufarbig,;;";0.0.612.01;;-;-;
120000995;282146202;"Bodenwinkel o Höhenverstellung;120 Nut8 Material:;Zinkdruckguss blank;";;;;;
120000996;282146203;"Bodenwinkel, 120x45x30mm, Nut;8 Material: Zinkdruckguss;schwarz pulverb.;";;;;;
120000997;282146204;"Bodenwinkel, 160x60x40mm, Nut;8 Material: Zinkdruckguss;blank;";0.0.265.44;;1010636;WINOVER;
120000998;282146205;"Bodenwinkel o Höhenverstellung;160 Nut8 Material:;Zinkdruckguss schwarz pulverb.;";0.0.265.44;;1010636;WINOVER;
120000999;282200106;"Nutenstein einschwenkbar mit;Federkugel, M3, Nut 8,;Material. Edelstahl;";;;;;
120001000;282200107;"Nutenstein einschwenkbar mit;Federkugel, M4, Nut 8,;Material. Edelstahl;";0.0.428.54;;1010339;NUTM4STROS;
120001001;282200108;"Nutenstein einschwenkbar mit;Federkugel, M5, Nut 8,;Material. Edelstahl;";0.0.428.55;;1010343;NUTM5STROS;
120001002;282200109;"Nutenstein einschwenkbar mit;Federkugel, M6, Nut 8,;Material. Edelstahl;";0.0.388.51;;1010354;NUTM6STROS;
120001003;282200110;"Nutenstein einschwenkbar mit;Federkugel, M8, Nut 8,;Material. Edelstahl;";0.0.388.49;;1010359;NUTM8STROS;
120001004;282200111;"Nutenstein einschwenkbar mit;Federkugel, M3, Nut 8,;Material: Stahl verzinkt;";;;;;
120001005;282200112;"Nutenstein einschwenkbar mit;Federkugel, M4, Nut 8,;Material: Stahl verzinkt;";0.0.420.06;;1010338;NUTM4ST;
120001006;282200113;"Nutenstein einschwenkbar mit;Federkugel, M5, Nut 8,;Material: Stahl verzinkt;";0.0.420.05;;1010344;NUTM5ST;
120001007;282200114;"Nutenstein einschwenkbar mit;Federkugel, M6, Nut 8,;Material: Stahl verzinkt;";0.0.026.23;;1010352;NUTM6ST;
120001008;282200115;"Nutenstein einschwenkbar mit;Federkugel, M8, Nut 8,;Material: Stahl verzinkt;";0.0.026.18;;1010358;NUTM8ST;
120001009;282200116;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M5, 22,0 x;13,5 x 7,2 mm Material:;Edelstahl";;;;;
120001010;282200117;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M6, 22,0 x;13,5 x 7,2 mm Material:;Edelstahl";;;;;
120001011;282200118;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M8, 22,0 x;13,5 x 7,2 mm Material:;Edelstahl";;;;;
120001012;282200119;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M8, 22,0 x;13,5 x 7,2 mm, ESD Material:;stahl verzinkt";;;;;
120001013;282200120;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M5, 22,0 x;13,5 x 7,2 mm, ESD Material:;stahl verzinkt";;;;;
120001014;282200121;"Nutenstein einschwenkbar mit;Federkugel, Nut8~; M4, 22,0 x;13,5 x 7,2 mm, ESD Material:;stahl verzinkt";;;;;
120001015;282200122;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M6, 22,0 x;13,5 x 7,2 mm, ESD Material:;stahl verzinkt";;;;;
120001016;282200123;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M3, 22,0 x;13,5 x 7,2 mm Material: stahl;verzinkt";;;;;
120001017;282200124;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M4, 22,0 x;13,5 x 7,2 mm Material: stahl;verzinkt";0.0.480.57;;1010347;NUTM5STS;
120001018;282200125;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M5, 22,0 x;13,5 x 7,2 mm Material: stahl;verzinkt";0.0.480.54;;-;-;
120001019;282200126;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M6, 22,0 x;13,5 x 7,2 mm Material: stahl;verzinkt";0.0.480.50;;1010355;NUTM6STS;
120001020;282200127;"Nutenstein einschwenkbar mit;Federkugel Nut8~; M8, 22,0 x;13,5 x 7,2 mm Material: stahl;verzinkt";0.0.480.48;;1010360;NUTM8STS;
120001021;282200140;"Nutensteinprofil 13,7 x 7,0mm;einschwenk L=1500mm;;";0.0.026.70;;1010438;PROST;
120001022;282200149;"Doppelnutenstein;einschwenkbar, Nut8 76,0 x;13,7 x 7,0 mm~; 2x M6 Material:;stahl verzinkt";0.0.644.14;;-;-;
120001023;282200150;"Doppelnutenstein;einschwenkbar, Nut8 36,0 x;13,7 x 7,0 mm~; 2x M8 Material:;stahl verzinkt";0.0.610.80;;-;-;
120001024;282200151;"Doppelnutenstein;einschwenkbar, Nut8 76,0 x;13,7 x 7,0 mm~; 2x M8 Material:;stahl verzinkt";0.0.611.08;;-;-;
120001025;282200152;"Rhombusmutter Nut 8 M3;Material: Zinkdruckguss blank;;";0.0.373.59;;1010337;NUTM3ZN;
120001026;282200153;"Rhombusmutter Nut 8 M4;Material: Zinkdruckguss blank;;";0.0.373.58;;1010341;NUTM4ZN;
120001027;282200154;"Rhombusmutter Nut 8 M5;Material: Zinkdruckguss blank;;";0.0.373.44;;1010350;NUTM5ZN;
120001028;282200155;"Rhombusmutter Nut 8 M6;Material: Zinkdruckguss blank;;";;;;;
120001029;282200160;"Nutenstein 13,5x7,2 mm~; Nut8~;;Führungss M5, l=28mm~;;Federkugel mit Gewindestift;DIN916 / ISO 4029~; M6x6, Stahl";0.0.613.20;;-;-;
120001030;282200161;"Nutenstein 13,5x7,2 mm~; Nut8~;;Führungss M6, l=28mm~;;Federkugel mit Gewindestift;DIN916 / ISO 4029~; M6x6, Stahl";0.0.613.19;;-;-;
120001031;282200162;"Nutenstein 13,5x7,2 mm~; Nut8~;;Führungss M8, l=28mm~;;Federkugel mit Gewindestift;DIN916 / ISO 4029~; M6x6, Stahl";0.0.613.18;;-;-;
120001032;282200205;"Fixierstück für;Endschalterhatler, Nut;Material: Kunststoff PA;glasfaserverst.";;;;;
120001033;282200300;"Nutenstein schwer mit;Federkugel Nut 8 M5, 23,0 x;18,0 x 6,8 mm Material: Stahl;verzinkt";;;;;
120001034;282200301;"Nutenstein schwer mit;Federkugel Nut 8 M6, 23,0 x;18,0 x 6,8 mm Material: Stahl;verzinkt";0.0.427.75;;-;-;
120001035;282200302;"Nutenstein schwer mit;Federkugel Nut 8 M8, 23,0 x;18,0 x 6,8 mm Material: Stahl;verzinkt";0.0.420.83;;1010361;NUTM8STSS;
120001036;282200500;"Hammermutter M6, Nut 8,;Material: Stahl verzinkt;;";0.0.626.06;;-;-;
120001037;282200501;"Hammermutter M5, Nut 8;Material: Stahl verzinkt;;";;;;;
120001038;282200502;"Hammermutter M4, Nut 8;Material: Stahl verzinkt;;";;;;;
120001039;282300103;"Winkel 40x40 Nut 8 Material:;Zinkdruckguss blank;;";0.0.411.24;;-;-;
120001040;282300105;"Winkel 80x80 Nut 8 Material:;Zinkdruckguss blank;;";;;;;
120001041;282300107;"Winkel 160x80 Nut8;Zinkdruckguss~; weißaluminium;RAL9005;";0.0.436.23;;-;-;
120001042;282300108;"Winkel 40x80 Nut 8 Material:;Zinkdruckguss blank;;";0.0.411.23;;-;-;
120001043;282300111;"Winkel 40x40 Nut 8, Inkl.;Befestigung und Abdeckkappe;Winkel: Zinkdruckguss blank;Abdeckkappe: PA schwarz";0.0.411.15;;1050156;WINSTZ4040ZN;
120001044;282300112;"Winkel 40x80 Nut 8, Inkl.;Befestigung und Abdeckkappe;Winkel: Zinkdruckguss blank;Abdeckkappe: PA schwarz";0.0.411.32;;1030011;WINSTZ8080ZN;
120001045;282300113;"Winkel 80x80 Nut 8, Inkl.;Befestigung und Abdeckkappe;Winkel: Zinkdruckguss blank;Abdeckkappe: PA schwarz";;;;;
120001046;282300115;"Winkel 160x80 Nut 8, Inkl.;Befestigung und Abdeckkappe;Winkel: Zinkdruckguss,;weissaluminium RAL9005";0.0.436.24;;-;-;
120001047;282300116;"Winkel 160x160 Nut 8, Winkel:;Grauguss (GGG) Weißaluminium;;";0.0.475.21;;1050537;WIN160160GG;
120001048;282300202;"Winkel 40x40 Nut 8, silber;pulverb. inkl. Befestigung und;Abdeckkappe Winkel:;Zinkdruckguss Abdeckkappe: PA";;;;;
120001049;282300203;"Winkel 40x80 Nut 8, silber;pulverb. inkl. Befestigung und;Abdeckkappe Winkel:;Zinkdruckguss Abdeckkappe: PA";;;;;
120001050;282300204;"Winkel 80x80 Nut 8 silber;pulverbschicht inkl.;Befestigung und Abdeckkappe;Winkel: Zinkdruckguss";;;;;
120001051;282300252;"Winkel 40x40, Nut 8, silber;pulverbesch. Material:;Zinkdruckguss;";0.0.411.24;;-;-;
120001052;282300253;"Winkel 40x80 Nut 8 silber;pulverbesch. Material:;Zinkdruckguss;";0.0.411.23;;-;-;
